0.000000000000000000e+00,3.814697265625000000e-03
1.000000000000000000e+00,1.096725463867187500e-02
2.000000000000000000e+00,3.099441528320312500e-02
3.000000000000000000e+00,6.508827209472656250e-02
4.000000000000000000e+00,1.578330993652343750e-01
5.000000000000000000e+00,3.728866577148437500e-01
6.000000000000000000e+00,9.410381317138671875e-01
7.000000000000000000e+00,2.099990844726562500e+00
8.000000000000000000e+00,3.022193908691406250e+00
9.000000000000000000e+00,5.584001541137695312e+00
1.000000000000000000e+01,1.066899299621582031e+01
1.100000000000000000e+01,1.968383789062500000e+01
1.200000000000000000e+01,3.165102005004882812e+01
1.300000000000000000e+01,5.534815788269042969e+01
1.400000000000000000e+01,8.011388778686523438e+01
1.500000000000000000e+01,1.142797470092773438e+02
1.600000000000000000e+01,1.801540851593017578e+02
1.700000000000000000e+01,2.719678878784179688e+02
1.800000000000000000e+01,4.152531623840332031e+02
1.900000000000000000e+01,6.347801685333251953e+02
2.000000000000000000e+01,9.479560852050781250e+02
2.100000000000000000e+01,1.417778968811035156e+03
2.200000000000000000e+01,2.066550016403198242e+03
2.300000000000000000e+01,3.348206043243408203e+03
2.400000000000000000e+01,4.399655818939208984e+03
2.500000000000000000e+01,6.670403003692626953e+03
